name,followers,follow,text,source,gender
帆布鞋小调,44,53,还让不让人活了，我的建议是延长到三十岁，总没有家长敢冒着违法犯罪的危险逼婚, 华为手机, f
帆帆今年瘦了吗,38,230,None, 红米Redmi, f
希天才_Official,587,678,None, 荣耀9 美得有声有色, m
希小姐食记,810,221,🙆提高生育率？如果是这样的话，我觉得应该想办法提高人民的收入吧，当人们还在为房贷、车贷、生活发愁的时候，哪还有精力来生儿肓女？！, iPhone客户端, f
希日青,1849,140,我拖后腿了, iPhone 8 Plus, f
希望每天十一点前把作业写完,68,163,魔幻, iPhone客户端, f
希望物理对我好一点,57,231,？, iPhone客户端, f
希果味格式文档,96,326,这样在很多重男轻女的地方可能。会产生女孩子一读完高中就不能上大学or外出打工直接被逼着结婚了啊我觉得20比较好吧, 荣耀7C 人脸识别双摄, f
希雨露,137,173,那以后是不是要边带娃边上课了, Redmi Note 7 Pro, f
帝国最可爱,161,710,:感觉有人提议生孩子高考加分的日子不远了……, iPad mini4, f
带你去爬山666,101,45,脑子有病。, Weibo.intl, f
带带筱安康,226,248,None, vivo S1照亮你的美, m
带带葫芦娃,529,401,18岁的男孩女孩你确定他们的身心世界观一类的成熟了吗 现在巨婴一堆堆 有的是二十多岁了还没有独立思考能力的人 自己还是个小孩 确定这样不会增加离婚率吗 而且很多地方的礼金不会因为对方年纪小就要的少 要车要房现象不见得会变少 孩子年纪轻轻应该看世界拓宽视野的时候就要背负上结婚的“债务”, , f
带欧欧兔私奔,337,619,高三谈恋爱是早恋:学校校规18岁还不准恋爱。, iPhone客户端, f
带珍珠耳环的兔子62,58,93,None, 小米MIX 2 全面屏手机, f
带着少时走天下,37,266,不要了吧  , HUAWEI nova 3, f
带膘女神,175,101,一语中的:爱咋咋地，就这个房价这个物价，改成5岁也没啥用，很多人还是不想结婚的。, iPhone客户端, f
带走我的梦X,109,372,None, vivo X27 4800万三摄, f
带酱的小呆,126,537,25岁发养老金吗, OPPO随光而变R17, f
带鬼的高帽子,148,337,咋不调成9岁就能结婚呢？哦对了，国际刑法貌似规定最低年龄12岁，这咋不跟国际接轨呢？:不合适, 微博 HTML5 版, m
常在心里嘛,271,744,神经病啊18岁结婚 真的是疯了 现在这个时代38岁结婚都正常 还18 我靠, iPhone客户端, f
常得君王带笑看___,228,213,法定婚龄非常合理 有些专家为了改而改丝毫没有考虑过实际, iPhone, m
幕幕茶茶茶,185,955,请求普及儿童性教育 性不是原罪, 华为P9手机摄影再突破, f
干了这碗_恒河水,171,233,想一出是一出, iPhone客户端, f
干啥玩意儿我的小鱼干呐,177,505,疯了吧张苏军，18岁结婚，大学带孩子，大学毕业离婚吗？搞咩？？？, 小米5s 拍照黑科技, f
平凡的玛格丽特,106,717,None, OPPO超视野全面屏R15, f
平常----,174,159,宏观来看地球人口越来越多，快爆炸了，所以没必要生呢么多, 红米Note7 4800万相机, f
年华似水19cc,711,231,我怎么觉得越来越落后了呢？, 柔光自拍vivo X7, m
年华是无效信0823,257,364,:感觉有人提议生孩子高考加分的日子不远了……, iPhone客户端, f
年复一年我还是我,66,397,越来越多的小年轻，闪婚，闪离，闪生孩子。越来越多的孩子受虐，性侵，被遗弃。 先把孩子的问题保障了，再调整结婚年龄。, iPhone客户端, f
年小年喜欢柳月月,422,2162,None, iPhone客户端, f
年小年喜欢柳月月,422,2162,:先把刑事责任年龄降低吧, iPhone客户端, f
年少轻狂09354,128,516,None, 红米Redmi, f
年度小锦鲤,52,350,十八岁有经济能力支撑家庭吗？刚刚成年，心智上不能说完全成熟，闪婚闪离的你见得还少吗？, Android, f
年时贰1998,683,51,我呸, Redmi K20 Pro 真旗舰, f
年糕妹只吃炸年糕,258,354,不用调现在挺好的，往后拖一拖也挺好, OPPO智能手机, f
并无山丘,141,299,真的是有毛病的建议，有些人18岁还在上高三, iPhone客户端, f
幸子酱47070,124,556,国家不如先降房价物价 看看到时候生孩子的少吗, Weibo.intl, m
幸福De小乐1,690,2947,None, iPhone客户端, f
幸福de麋鹿,18,29,怎么不调到16, Android, f
幸福的人不晚睡嘻嘻,175,5069,None, HUAWEI Mate 10, m
幸福的明远,5,149,None, Android客户端, m
幸运观众小张,108,164,18岁结婚生孩子是要带着孩子一起毕业吗？这些提建议的人你会让自己的儿子女儿18岁结婚吗？一旦成立还不都是苦了山区里那些女孩子 到了18岁家里供不起读书就结婚了搞笑！, iPhone客户端, f
幺零壹一,219,286,既然是为了抑制人口老龄化，那下调结婚年龄的目的可不可以理解为希望家庭早日有新生儿，也就是希望女性早一点合法生育？？？这样算不算也算是对女权的不尊重呢？, iPhone客户端, m
幻彩的霓虹,100,208,专家脑子有屎。现在tmd缺的是结婚生子？, 太一的iPhone XR, m
幻玉玲珑,64,129,长嘴就来真简单啊 :感觉有人提议生孩子高考加分的日子不远了……, 荣耀9 美得有声有色, f
幻象中游荡,630,154,真TM能扯淡！为了繁衍下一代你们拿人当什么了？先是弄什么二胎政策，现在又降低婚龄。18岁高中毕业就结婚，那还上个屁高中啊？没学历没工作，结了婚的小两口你们给养啊？一天天啥正事不干竟想这些歪主意。, 随哲迁徙Android, f
幻雨灵雪,3031,433,干脆15吧 行不？女生一来姨妈就结婚过过脑子好伐？, iPhone 7, f
幼稚园扛把子king,59,155,服了服了，几十年前，在我太太爷爷太太奶奶那代可能有十几岁就结婚的（农村【重点】），那个时候思想落后，性教育落后，观念落后。怎么，时代在发展，经济科技文化都在进步的今天，怎的？你这委员要倒退？您自个儿倒退吧，您让您的孩子十八就结婚好了，正好给我们看看您的提议效果如何, 华为麦芒5, f
幽阿碧池,305,133,？？？, iPhone客户端, f
广元女儿美,35794,254,【民法典婚姻家庭编草案：将法定结婚年龄调整为男18岁、女18岁】, Android, f
广津区第二可爱,330,270,18岁就结婚？？？那人口素质靠什么提高？？？只管量不管质了吗？？？而且不论你法定多少岁，要15岁办酒席的也办了，不想结的30岁也不会结..., 小可爱的Android, f
庄晓曼的未婚妻,709,641,gnmd我呸, 小米手机5, f
床前明月光吗,1826,540,None, HUAWEI P10, f
库洛洛鲁西鲁花花生油,161,190,有病病？, 华为P9手机摄影再突破, f
应该换个什么名字呢,108,146,为了提高人口出生率委员是疯了么……, 荣耀9 美得有声有色, f
庚霖可以再火一遍,336,365,你怕不是个哈批，来人呐，明天就把他读书的女儿骗上床！不中标不准停 我看你能笑得出来？真尼玛傻缺 生生生，有钱人移民多就是因为你们这种傻缺委员乱提议中国人活得太累了。连生育权和结婚都没自由, iPhone客户端, m
府城中山,1351,292,: , 360安全浏览器, f
废娟儿,102,286,？？？？调啥？现有条件下离婚率都蹭蹭蹭的往上涨，再调小一点，18周岁结个婚，然后发现性格不合理想不对未来不明确，然后再提高一下离婚率？, vivo智能手机, f
废柴少女羊,203,334,今日迷幻:感觉有人提议生孩子高考加分的日子不远了……, iPhone客户端, f
废物一枚_,156,300,然并卵，24的表示在等分配对象。 18岁就结婚的农村多了去的，不领证就好了呗。。。人家也不在乎这规定。。。, 前置双摄vivo X9, f
废鱼Yyyan,142,398,呵还下调？？？自己还是孩子生个屁孩子啊，会教吗？只会越来越多熊孩子[攤手]因为熊家长只会更多, 阿魚魚的iPhone 6, f
座下有蛇,211,420,None, iPhone客户端, f
庭庭庭靎,65,98,震惊我妈, 柔光自拍vivo X7Plus, f
康乔吃瓜乐,94,616,成年了片都不让看还结婚？十八岁结了婚坐床上干瞪眼等小蝌蚪找妈妈🐴？, , m
康本熙,219,116,这是哪位伟大的委员！公布一下名字  让我们永远记住他, 荣耀8 美得与众不同, m
康茂才挡陈友谅,279,291,呐学学我们的台湾省, 前后2000万 OPPO R11s, f
廊坊高校新鲜事儿,270979,1396,None, 微博会员生日快乐, m
廖吱一,80,150,:先把刑事责任年龄降低吧, 退役熬夜选手, f
廾西小先生,182,369,提高生育率？如果是这样的话，我觉得应该想办法提高人民的收入吧，当人们还在为房贷、车贷、生活发愁的时候，哪还有精力来生儿肓女？！, HUAWEI nova 3, f
廿叁二二yy,173,84,🙅🙅🙅, iPhone客户端, f
廿四味苦茶,17,79,真是傻👃 啊！！！18岁上学的时候都不让超常交往呢你居然他妈想我们去结婚！, 荣耀V9 我想要的快, m
廿年悭谊,72,308,我呸, OPPO智能手机, f
开司喵的迷妹,471,1159,我男朋友到了结婚年龄，今年结婚，但是依旧不想要娃，这不是年龄问题，教育孩子和养活孩子才是问题，自己还是个孩子怎么去教育自己的孩子, iPhone客户端, f
开开心超人,99,141,18真心接受不了, 荣耀9 美得有声有色, f
开心大肚婆快乐的生活蹦跶蹦跶,243,311,是谁吃饱了撑着了吗？18岁的年纪正在上学，而且处于叛逆期，人生转折点的重要时刻，法定结婚，经济基础的需求又丢给父母？, iPhone客户端, f
开心的呼噜噜,167,373,只想说：啊——呸！, iPhone客户端, f
开心的大雨伞,1271,354,我可qnmd, iPhone X, m
开心的弥朵,282,261,十八岁，什么都不懂...就结婚...醉了, iPhone, f
开心西西里,243,179,18结婚什么时候谈恋爱？高中？？有病吧？？, Android, f
开睿睿睿睿,196,586,结婚率低是年龄限制的问题吗？难道不是幸福指数吗？, iPhone客户端, f
开花的阿树x,97,294,放屁的早结婚，十八岁懂个啥，孩子生孩子，靠谱吗？到时候过得不好离婚率又变高，生过孩子的一群孩子变单亲？一天天净扯淡，谁建议的草案？吃饱了撑的没处饿了, 🍯🐝Android, f
异天空,104,225,None, 荣耀V8 脱影而出, f
异质hl,52,137,这都咋合计的呢？都疯了？, OPPO R11 Plus, f
弄死当睡戳chuo-,554,337,已经晚婚了还怕你调？, HUAWEI P30, f
弋阳荨玺,88,272,请问18岁高中毕业了吗？砖家们。, vivo智能手机, f
弗兰和她的Charon,197,226,？该调的不调 不该调的瞎调？？啥时候能同意同性登记？ 中国有1600万同妻 什么时候才能避免这种悲剧的发生？, iPhone客户端, f
张不哒,47,30,不想结婚，与年龄无关, Weibo.intl, f
张中秋Autumn,945,336,18才高中毕业。。。。, iPhone客户端, f
张九龄很灵,160,283,哦？, iPhone客户端, f
张云雷太太,537,876,None, 红米Redmi, f
张传说在路上,350,463,我老师跟我说女性最佳生育年龄是16-22岁来着还是多少，反正是22岁之前，因为国家计划生育优生优育，就改成了28岁, Redmi Note 7 Pro, f
张大黑虚胖,165,262,？？？？啥意思？不给没对象的活路了呗？, 红米Redmi, m
张娜先生Anna,1133,190,别吧……二十岁连对象都没有，还要往下调法定结婚年龄, iPhone 8, f
张学毅,18010,506, 你对于我一个马上要进入23岁的人来说，不是有点残忍吗？, Redmi K20 Pro 真旗舰, m
张小强L,203,924,这个委员真是尽心尽力，为高层考虑。让下面多多生底层劳动力。俗称韭菜。, 小米Note 3 拍人更美, f
张尔夫斯基,304,657,不接受你的建议, iPhone 7 Plus, f
张屹峒,296,512,可怕, Android, f
张平波好难听咩,158,148,试问有几个18岁的据有经济能力？？？？生育率低就开始研究这些杂七杂八的，把医疗水平，教育水平，儿童成长环境搞好才是重点吧？？？？, 波波的iPhone XS Max, f
张张张张千一,183,1185,None, OPPO智能手机, f
张张张张张竹平啊,57,29,然后18岁就开始催婚？, 小米8 透明探索版, m
张张快躲开呀,143,200,18岁能成熟到承担起一个家庭的责任？结婚是开玩笑的吗？不把其他婚姻家庭法里的漏洞弄弄好，光把注意点放在这种上面，有什么用！, iPhone客户端, f
张彗硕,124,550,None, iPhone客户端, f
张彗硕,124,550,学学我们的台湾省, iPhone客户端, f
张怀怀-,189,249,那离婚率也会上涨, OPPO R11 Plus, f
张·想马上立刻赚钱暴富·萌,4359,218,……………………, Weibo.intl, f
张振朗的GoGo,485,2205,什么专家 我看是砖家, GoGo 的iPhone 6s(深空灰), f
张晶灵,1822,1917,调你妈呢调, 前后2000万 OPPO R11, m
张望水,132,588,胡说八道，建议以后不要统称专家/委员/教授啥的，直接曝谁谁谁说好吗！一起来看看这是个什么砖家/委员, iPhone客户端, m
张梦圆呀,144,793,什么sb?十八岁的人能照顾好自己和另外一个人或许不久的将来还有一个宝宝？？过点脑子吧?, , f
张泠西痛杀_Level21,2522,488,哈哈哈哈哈哈生孩子高考加分太真实了 :感觉有人提议生孩子高考加分的日子不远了……, Weibo.intl, f
张浩克,412,475,👎🏽suck, iPhone 7, m
张炜是渣男,26,68,调整了年龄，该多少岁还是多少岁，有什么关系吗？不过我好像就可以结婚了哈哈哈哈哈, iPhone客户端, f
张玮Chris,113,365,感觉有人提议生孩子高考加分的日子不远了……, 微博 weibo.com, m
张瑞今天开心吗,1286,213,18结婚 19生娃 20离婚 我真的佛了 一天吃饱了没事干能不能整点有用的 婚姻家庭法里面呢么多需要调整的 家暴就是很严肃的问题啊 怎么不调整调整 一天净整这些没用的 不想结婚和年龄有啥关系 呢么多30岁都没结婚的  你下调年龄光求数量不求质量？, iPhone客户端, f
张瑞琪kiki,2665,274,不能为了出生率就降低法定年龄吧 十八岁还是个孩子能知道什么 不能对自己负责 不能对别人负责 更不能对更小的孩子负责 人的大脑要二十五岁后才发育完全 只顾着提高出生率 没有发现近年来离婚率也在提高吗, HUAWEI Mate 20, f
张笑笑爱巴塞罗那,438,419,不是那事儿, iPhone客户端, f
张缤兮艾特笔芯,300,446,啥呀, 前后2000万 OPPO R11, f
张艺兴ZYX尊敬的粉丝朋友XYZ,31,14,不用调了！我马上就要20了，可以和张艺兴结婚了！, HUAWEI P10, f
张艺兴你不娶我为何还要耽误我,105,76,None, iPhone客户端, f
张诗函Sindy,154,219,不结婚不生孩子是因为年龄嘛 没钱💰了解一下？, 荣耀V20 4800万3D相机, f
张起灵是我的命_,1207,1353,所以说今天娱乐圈这么多新闻就是为了盖下这个吗, 郭奉孝送的Android, f
张起灵的女人,896,105,什么毛病, 前后2000万 OPPO R11, f
张起灵的闷油瓶被小哥抢走啦,100,180,搞笑呢, 张起灵回家iPhone 7, f
张逸杰的小星星,271,790,割韭菜, iPhone客户端, f
张雨洁呀,47,181,法定了, 前置双摄vivo X9, f
张雨诗啊,908,108,滚蛋, 仙女届扛把子, f
張石榴呀,37,342,没特么事儿扒, 千玺的千纸鹤, f
張羽佟,547,119,轉發微博, OPPO A7, f
弹弹豪宅里的金碳,116,613,所以这就是结婚的人越来越少的原因吧, vivo X20全面屏手机, f
强锅为嘛没酒窝,138,543,None, 荣耀V10 我AI的快, m
归去来全集,520,322,18岁结婚不用读书了吗？真是搞笑，心理都不成熟的人怎么结婚，孩子生出来就是对下一代的不负责任, iPhone客户端, f
归晓an,24,995, :感觉有人提议生孩子高考加分的日子不远了, 一米七的Android, m
归来仍是少年A00,187,448,先把家暴 拐卖 虐待 猥亵 性侵弄的跟贩毒一样的严惩程度我觉得再说为什么现在女的恐婚恐育。, iPhone客户端, m
归梧谣_,1162,386,None, vivo NEX AI智慧旗舰, f
归海卷刃Amanda,52,39,有些网友也不要太激动，不是规定女18男20就必须结婚，只是18岁想结婚的话允许。 但是有些撰写婚姻法的人真是不经过实践和考察啊，想要提高结婚率和生育率，改善物质条件才是主要的！没有钱咋结婚！, iPhone客户端, f
当一个可爱的小朋友叭,162,42,你降到16岁也没人和我结婚, , f
当个温柔的人儿-,318,321,或许可以提议女孩第一次来月经即可结婚  真的是越活越过去  想当初不让生的是国家 想在想方设法要你生的还是国家, iPhone客户端, f
当初的你呀,4,123,不行！, vivo 全新水滴屏手机, m
彡人旅途hhh,59,42,结婚了就没自由了，而且受累的基本上女性，哎，后悔了！尽管老公还可以，但是怀孕，生孩子，哺乳半夜喂奶，带孩子，还不是得女人一个人来承受，而且工作也是一样要工作呀，所以真的好累，女性结婚要慎重啊！, iPhone 7, f
彤哥想变厉害但不想秃头,30,581,砖家🐮 , 荣耀10青春版, f
彤彤_SayHello_To_EunHyuk,1099,376,这些人是沙雕吗, iPhone 8 Plus, f
彤彤小小的fins,198,629,就现今社会而论 早婚、晚婚、不婚主义三足鼎立 各占风华, OPPO R9s Plus, f
彤眠_ARATA,208,187,人间迷惑, OPPO R9s, f
彦儿小妹,1645,768,呵呵专家真有趣, iPhone X, f
彦祖祖独孤,14773,1076,有人给我说过结婚证算国家级证书, 卖屁股买的iPhone XS Max, m
彧節,337,255,？迷惑 生育率下降是因为法定结婚年龄吗 别再提这种恶毒的提案了好吗求求你了, OPPO Find X, f
彩虹光芒,987,242,哈哈哈哈，笑话又来了, Android, f
彭兆仪不想叫彭兆仪,630,226, 距离新的法定年龄你已经晚了10年➕哈哈哈哈哈, iPhone客户端, f
彭啊荣,12,69,哈哈, vivo智能手机, f
彭国珩,1314,6840,None, vivo智能手机, m
彭家橋是廣場,338,345,領導終於開始慌了, iPhone客户端, m
彭梳子,70,40,哈哈哈哈哈, iPhone 8 Plus, f
影中仙Zero,7,69,但是，身为一个刚刚成年的学生，我认为我们这一群体的内心完全不够成熟，缺少历练和责任心，又有多少人会选择这么早结婚，为人父母呢？就算我们愿意，我们的父母也坚决不会同意的。反正我是决定如果真的改变结婚年龄，效果也会微乎其微，一个不小心还会起反向作用。勿杠，勿喷！我还小，玻璃心……, 一条单身狗, f
影中仙Zero,7,69,当今我国结婚率降低最主要的原因还是婚姻观念的变化，明明是大家不想结婚，而不是想结婚却因为年纪未到法定年龄不能结婚，国家不应该为了提高生育率，缓解人口老龄化而出此下策。当然我也并非完全否定国家对于改变结婚法定年龄的提议，国家既已提出，自然是有它的道理的，我们也尊重国家最终的决定。, 一条单身狗, f
影尘浮世,171,216,委员 我求你做个人吧 这是要把我们往绝路上逼啊 过两年05后结婚的时候 我们这95后如何有脸做人啊, HUAWEI P20, m
影月_修仙中,481,1656,强烈反对，我觉得还应该上调呢, 荣耀V20 4800万3D相机, f
影筱邪,255,224,这委员怕莫是有病！, iPhone 7 Plus, f
影视歌三栖粉丝,1097,381,扯淡。。。。, HUAWEI P20 Pro, f
彻-颓,146,162,调成多少也特么跟我没关系啊！！ 单身狗  挺住！！！, 荣耀V10 我AI的快, f
彼中_,80051,1112,:18岁，人本身都还是孩子，怎么承担起一个家庭的责任？, iPhone 6s Plus, f
彼岸-FLOWERS-,329,350,结不了，学校不允许早恋。, iPhone客户端, f
彼岸花香_30859,36,92,:法律应该给为非婚生育扫平障碍，结婚不一定要生育，婚姻也不应该是生育的必要条件。, 荣耀NOTE8  2K大屏, f
彼端的童话,54,192,如果是为了提高生育率的话，就是十足的懒政。不去减轻抚养孩子所产生的经济压力和社会压力，不去解决教育和考试制度的漏洞，不去重视小孩在长大的过程中公共场合尤其是学校可能会遇到的暴力和被欺骗的种种恶劣现象，单单下调法定结婚年龄，只会让十年后的离婚率升高、孩子普遍得成长环境更差，百害无利, Weibo.intl, f
往前看做自己,86,83,**的专家, iPhone客户端, f
往后余生都是关于你,4244,202,None, iPhone 8 Plus, m
待满,21,44,大家不用急，结婚年龄怎么调也得当事人同意结婚才行，决定权还是在自己手里。, nova4自拍极点全面屏, f
待解救的江咯咯咯嗝,207,195,……正常18岁读高三 领证加分吗？, iPhone客户端, f
很可爱本人,37,105,王超英张苏军这俩货是不是恋童癖？还国际结婚年龄，人家有生育，教育补贴，性教育。天朝拿什么跟“国际”比？18岁前不准谈恋爱，但是可以结婚生子, Weibo.intl, f
很周政,527,385,18岁都还在学校。想要结婚的，没到年纪都有娃了。不想结婚的，这调的也控制不了。, iPhone客户端, f
很大但还是叫小耳朵,132,261,不能早恋但能早婚？我佛了, OPPO智能手机, f
很帅很酷滴,85,212,？？？？, iPhone客户端, f
很流氓的流氓,188,677,平凡人家真的负担得起吗, 微博 HTML5 版, m
很阳春的阳春面,221,781,:婚姻登记人数下降是人们思想观念变化了 和结婚年龄有什么关系, 柔光自拍vivo X7Plus, f
很阳春的阳春面,223,789,None, 柔光自拍vivo X7Plus, f
很阳春的阳春面,223,789,学学我们的台湾省, 柔光自拍vivo X7Plus, f
很阳春的阳春面,223,789,:生育率低是养孩子和教育成本增高导致的 和结婚年龄有个屁的关系 我真想问问专家你家孩子18结婚你觉得行吗？你儿子大学毕业你孙子都上幼儿园了 你儿子工作了你孙子都上小学了 可是你儿子的学区房还没到位呢, 柔光自拍vivo X7Plus, f
很阳春的阳春面,223,789,:连正常的两性教育和性知识都不普及，18岁啥也不懂就结婚？未成年啥性有关的都保护一下屏蔽一下，一成年了就赶紧让你生孩子？这是哪出的正调节？到时候离婚率上升是不是给离婚加个巨额离婚款降低离婚率呗，ngnb, 柔光自拍vivo X7Plus, f
律法狂人,62,81,此规定乃大背景下的产物，大家自行体会……, iPhone客户端, m
律途無涯,421,468,为了方便割韭菜吗, 荣耀10 AI变色更潮美, m
徐先森603,96,419,调不调的都无所谓，反正我90后，说年轻又快奔三了，谈恋爱吧，太老！结婚吧，太小！单身吧，老大不小！, iPhone 8, m
徐公不若吾美,111,271,专家动动脑子吧行吧, HUAWEI nova 3, f
徐徐啊呀,83,431,None, HUAWEI nova 2s, f
徐徐骑大猪,136,205,砖家真🐮🍺, 小米8 SE, f
徐福来_fly,212,605,本人建议适当下调刑事责任年龄, Samsung Galaxy S8, f
徐穗珍的女朋友,68,214,安的什么心自己心里清楚嗷 恶熏熏, OPPO R9, f
徐英杰2333,26,291, 有想法吗, 华为畅享9S超广角三摄, m
徐逸舟想环游世界,224,221,zf已经穷途末路了吗？这么急着割韭菜, iPhone客户端, f
徐钧浩浩的小猫耳,233,528,这样子教育普及会受到打击，然后更多的女性失去得到高等教育的资格，这样的结果是整个国家的倒退，女性是天空的另一半，在很多研究里许多国家的进步与经济增长与女性受教育的程度是成正比的，所以这位砖家想怎样呢, HUAWEI P10 Plus, f
得到就失去,228,222,啧啧我看你咋通过, iPhone客户端, f
徘徊彳亍疾行,10,400,学学我们的台湾省, 微博极速版, f
御手洗挑食翔,479,228,疯了吗, iPhone X, f
微世界1028,139,95,再怎么调，结婚的比例都会下降:他建议婚姻家庭编将法定结婚年龄调整为男18岁、女18岁, 小米9 透明尊享版, f
_微云_,162,714,:感觉有人提议生孩子高考加分的日子不远了……, 红米Redmi, f
微凉的倾城时光·,64,106,单身不好嘛, iPhone 6, f
微妙的天空_513,465,2076,需要生孩子疯了吧！把还是孩子的孩子变成孩子的妈，物价这么贵，你给养啊？, iPhone 7 Plus(玫瑰金), f
微安若素,421,977,净整那些没有用的提案，18岁没有一般还在读书，结毛婚结婚，只提高结婚率有什么用！有研究这些不合实际提案的时间能不能研究研究怎么能多给上班族多点法定假日！那才能有时间去处对象去结婚！, iPhone客户端, f
微年末夏,64,88,不可！, 微博搜索, f
微微_216,167,141,一边提倡二胎，一边又下调结婚年龄。女性的保障又在哪里？是要子孙五代同堂吗？, iPhone客户端, f
微微啊微微啊,338,906, 按这个建议的话，男女的法定结婚年龄平等了，但是，这样做的风险太大了，十八岁很多人都还在上高三，莫非要让一些孩子挺着大肚子参加高考吗?提高人口增长率，也该结合我国国情和社会实际情况考虑考虑呀。况且，有大部分年满十八的人自己都还没有稳定的经济基础，啃老吗, OPPO智能手机, f
微微微的树,228,841,该死的砖家，什么时候结婚关你屁事……, iPhone客户端, f
微微浪花拍星辰,220,1109,None, 前后2000万 OPPO R11s, f
微微自然卷www,399,1874,18岁，我还是个孩子～, HUAWEI Mate 10, f
微播青岛,159011,103,哈哈哈前不久还看到有网友说会下调结婚年龄，现在果然有人这样提了。不让生的时候多生一个都要搞得别人家破人亡，人口少了又开始鼓励人们早生多生，老百姓总是要为你们的错误决定买单，凭什么啊？, vivo X23全息幻彩, m
微江油,125803,1071,None, , f
微泫sunny,3755,143,哈哈哈哈哈迷幻，是觉得可以高中谈一个结婚生孩子上大学离婚再结婚生下一个？再，考虑过怀孕对考大学的影响？, iPhone 7, f
微笑妞53770,33,320,None, OPPO随光而变R17, f
微胖渣大王,234,317,总的来说我很反感这种提议！18岁刚刚高中毕业能对一个家庭负责吗？能对小孩负责吗？这么早结婚是对自己负责吗？晚婚晚育好的口号喊了咋就不喊了呢？啧！, iPhone客户端, f
微雨卿辞,28,232,:连正常的两性教育和性知识都不普及，18岁啥也不懂就结婚？未成年啥性有关的都保护一下屏蔽一下，一成年了就赶紧让你生孩子？这是哪出的正调节？到时候离婚率上升是不是给离婚加个巨额离婚款降低离婚率呗，ngnb:感觉有人提议生孩子高考加分的日子不远了……, vivo Z3性能实力派, m
德千措,503,117,哈哈:感觉有人提议生孩子高考加分的日子不远了……, iPhone客户端, f
德国AMTRA水族,10387,59,  好像下调了人们就会生娃一样= =咸鱼表示一个人挺好，不想翻身, 微博 weibo.com, f
心中的一道光,226,74,不管降低几岁得有结婚的对象, OPPO R9, f
心中的差距,1103,255,18岁就可以结婚，这样的政策，颠覆了我的三观！, vivo 全新水滴屏手机, m
心动却不行动,423,178,毫无意义, Android, m
心向往之之之之X,16,62,老龄化的问题是这么解决的吗？？？, iPhone客户端, f
心大心粗的马小奔本人,776,270,真是见了鬼了，想让女孩子18岁就结婚的都是魔鬼吧？这样的委员建议怕是没有过脑子，什么都能说的出口。, 微博极速版, f
心头落满了尘埃,218,128,None, iPhone客户端, f
心存喜乐的喜乐,180,162,不可 我觉得女孩子20也早 要不都22 您看成吗:刚刚高中毕业的人，你就让人家去结婚，到头来还不是加重父母的负担，我真的是不知道提出这个人的脑子是怎么回事，怎么想的。自己都养不起自己，凭什么负担一个家？,  🎀孟鹤堂V+, f
心存濟物·,1,1349,:他建议婚姻家庭编将法定结婚年龄调整为男18岁、女18岁, Android, m
心平气和慈祥熊,533,232,然后离婚率更高了...有多少人会一辈子喜欢你十八岁喜欢的人:下调？？？？？请问结婚率低是因为法定年龄高的原因吗？？？？？？不是因为没钱？？？在吗？有事吗？, , f
心心吃饱了,280,271,希望新时代的我们在婚姻观上都有正确的见解抉择，不盲从，要负责，尤其是对新生命到来要高度负责重视！！:打赌，一旦执行了，离婚率也是会正比增涨，环比数据就可能是暴涨了, 🌛💕iPhone客户端, f
心水良儿,981,421,简直不想骂人，不想说话了！都是些啥委员啥专家, iPhone客户端, f
心灵售,4378,597,18岁, 一条单身狗, m
心灵泊客,220,1118,None, 小米Note 3 拍人更美, f
心理学刘爱民,3609943,3440, 从战略角度，人性角度出发，可以！, iPhone 8, m
心理学刘爱民,3609944,3440, 从战略角度，人性角度出发，可以！, iPhone 8, m
心的启航6740,113,272,早婚早育，还不生个孩，一年补多少钱。, vivo X23 AI非凡摄影, m
心累男孩,111,139,学也别上了都回家生韭菜去吧:感觉有人提议生孩子高考加分的日子不远了……, iPhone XS, m
心跳告诉你我有多喜欢你,89,89,缓缓地打出一个？, Android, f
心雨284,55,429,None, OPPO智能手机, f
忍一时之冬,611,102,None, iPhone客户端, f
忒么是阿纹,35,155,瞎扯淡, iPhone客户端, f
志浩先森帅毙了,170,134,18岁结婚，有能力养家嘛？ 专家都看不到年轻人不结婚的关键 房子，车子，票子，孩子，时间和精力 如果能提高婚后幸福指数，结的人一定多！, 荣耀7X 全面屏手机, f
志淳迷是个包子脸1900,605,243,因为人口形势，呵呵:感觉有人提议生孩子高考加分的日子不远了……, 啃泥的💫iPhone X(深空灰), f
忘卿-君子如风,361,618,:先把刑事责任年龄降低吧, iPhone客户端, f
忘羡一曲远mio,24,131,真的现在保护未成年，保护精神病人，但就是不保护我们普通人:先把刑事责任年龄降低吧, 前置双摄vivo X9sPlus, f
忘羡可爱bot,2931,60,高中毕业生孩子，生完后继续上大学，孩子幼儿园，那孩子谁带, BehappierAAndroid, m
忙茫茫馕馕笑呐,39,319,去他妈的，你咋不15岁就可以结婚呢我觉得现在就已经够低了好吗，啥他妈都不懂就可以结婚？？？？, 前后2000万 OPPO R11, f
忧郁的吸血鬼,399,852,None, 荣耀V10 我AI的快, f
快乐其实可以有,267,122,再然后单身税就出来了是吧, 华为麦芒7, f
快乐小海吨吨吨,180,719,:感觉有人提议生孩子高考加分的日子不远了……, OPPO R15 梦镜版, f
快乐少女卤虾油,1200,282,18岁？服了有病吧, 🌳 的Android, m
快乐瘦宅楠,8,19,None, iPhone客户端, f
